,storm_id,season,init_lat,init_lon,init_dist2land,PDI_max_wmo,PDI_max_usa,PDI_max_tokyo,Pres_min_wmo,r34_max_wmo,r50_max_wmo,r64_max_wmo,storm_speed_max_wmo,lon_weighted,lat_weighted,lon_variance,lat_variance,latlon_covariance,DayofYear_mean
27,27,1853,25.5,-66.5,750.0,,,,,,,,11.0,-67.84414672851562,29.39999389648437,0.742826907268917,6.077524198773089,-2.1234062669517004,216.05882352941177
28,28,1853,32.5,-69.0,700.0,,,,,,,,,,,,,,217.0
29,29,1853,12.0,-60.0,181.0,,,,,,,,,,,,,,222.0
30,30,1853,14.4,-38.5,1802.0,,,,,,,,21.0,-56.099857330322266,25.07964515686035,64.80902962177201,67.84535250233604,-43.32876595758235,230.56140350877192
31,31,1853,17.6,-78.7,74.0,,,,,,,,4.0,-79.39441680908203,18.654998779296875,0.2668612010889132,0.3451550498144731,-0.2822841020870863,238.05882352941177
32,32,1853,10.5,-58.5,273.0,,,,,,,,15.0,-74.59270477294922,21.11080551147461,63.01084139346136,48.9979675506698,-50.49059415211624,242.06153846153848
33,33,1853,11.766667,-23.866669,765.0,988649984.0,988649984.0,,924.0,,,,49.0,-52.182430267333984,26.906774520874023,304.2795344474751,148.56413780476308,-21.465992240308125,247.6969696969697
34,34,1853,33.5,-49.0,1500.0,,,,,,,,49.0,-50.015506744384766,39.03541564941406,2.753518930382893,17.82830288875648,1.1713157758185886,246.4516129032258
35,35,1853,23.8,-86.0,233.0,,,,,,,,20.0,-87.23389434814453,27.474899291992188,0.6813280280364392,5.633211555881589,0.0876489041569392,252.0606060606061
36,36,1853,37.0,-53.0,1067.0,450000000.0,450000000.0,,,,,,25.0,-40.539947509765625,42.716705322265625,63.22582846192832,12.008694267628416,27.500086273904746,251.95652173913044
37,37,1853,39.9,-59.4,601.0,328049984.0,328049984.0,,,,,,38.0,-48.96471405029297,42.93077087402344,57.616754750871145,4.155942589030951,15.446796098833614,252.53846153846155
38,38,1853,19.5,-92.50001,100.0,,,,,,,,6.0,-95.34203338623048,20.577608108520508,3.2771112769221267,0.505200973576783,-1.2853142037165528,264.2857142857143
39,39,1853,20.0,-95.0,145.0,,,,,,,,,,,,,,264.0
40,40,1853,26.5,-67.5,812.0,,,,,,,,18.0,-59.76640319824219,32.36235046386719,50.81098464545564,10.671112389815413,22.433741696929587,269.6744186046512
41,41,1853,25.799997,-62.0,906.0,154350000.0,154350000.0,,,,,,24.0,-58.98552322387695,34.46015167236328,5.0008524721194405,9.331299928955996,5.617182166709926,271.2093023255814
42,42,1853,14.4,-32.6,1626.0,,,,,,,,6.0,-34.82500076293945,15.02499771118164,1.9288275206390069,0.1438050192498261,-0.5263043041584563,270.05882352941177
