,storm_id,season,init_lat,init_lon,init_dist2land,PDI_max_wmo,PDI_max_usa,PDI_max_tokyo,Pres_min_wmo,r34_max_wmo,r50_max_wmo,r64_max_wmo,storm_speed_max_wmo,lon_weighted,lat_weighted,lon_variance,lat_variance,latlon_covariance,DayofYear_mean
635,635,1893,16.4,-81.7,216.0,663654592.0,663654592.0,,948.0,,,,18.0,-85.48456573486328,27.04022216796875,30.38142482935503,36.20951081685631,13.44118314438522,274.089552238806
636,636,1893,20.2,-93.700005,207.0,,,,,,,,8.0,-93.58460235595705,22.139036178588867,0.1800486117615722,3.06260691088546,0.6721578855472707,271.61538461538464
637,637,1893,15.300001,-35.5,1934.0,,,,,,,,9.0,-42.8765869140625,16.5117130279541,19.200575004663214,1.156788496980704,-4.527996290719918,274.2093023255814
638,638,1893,18.0,-82.0,336.0,54166668.0,54166668.0,,,,,,23.0,-77.79346466064453,28.77433204650879,2.982019929624613,47.12492453900439,10.147256396877182,294.7142857142857
639,639,1893,26.7,-70.8,653.0,97200000.0,97200000.0,,,,,,24.0,-65.5616226196289,34.78647232055664,147.76938095376016,30.307831884717995,51.005197303605065,312.44444444444446
640,640,1894,19.0,-77.4,67.0,19293750.0,19293750.0,,,,,,9.0,-81.66072845458984,19.60498809814453,7.446360968964636,0.3677504814806427,-1.5655645548216424,158.4516129032258
641,641,1894,17.5,-86.5,158.0,56250000.0,56250000.0,,,,,,15.0,-88.40433502197266,27.35792732238769,1.1128240307986588,16.996513085149346,-1.684138545716123,218.1764705882353
642,642,1894,13.200001,-34.8,1874.0,450000000.0,450000000.0,,948.0,,,,42.0,-50.62207412719727,25.851282119750977,63.45480651238188,117.0259553952088,-7.377818835695948,246.94252873563215
643,643,1894,35.598907,-49.725594,1257.0,,,,,,,,36.0,-44.54570770263672,39.51455307006836,11.756931183762854,10.414906478781226,10.805509024448432,251.0
644,644,1894,16.2,-87.5,44.0,,,,,,,,6.0,-88.49998474121094,16.885284423828125,0.4687566793161548,0.1891817442819956,-0.2972683447217908,252.55555555555557
645,645,1894,13.133334,-48.7,982.0,509355008.0,509355008.0,,985.0,,,,55.0,-67.2674789428711,29.06778717041016,181.17083767013668,148.88878607147277,41.24009027798611,268.81617647058823
646,646,1894,11.5,-76.0,109.0,520931264.0,520931264.0,,,,,,32.0,-80.07568359375,23.02105712890625,39.81647162139984,153.3998495548948,35.73199957878516,277.06201550387595
647,647,1894,11.099999,-57.033337,410.0,684393728.0,684393728.0,,931.0,,,,17.0,-61.94745635986328,24.13735580444336,16.043466679769015,77.32612483150618,10.975712712714154,288.44303797468353
648,648,1894,21.0,-60.3,626.0,385818752.0,385818752.0,,955.0,,,,35.0,-56.87618255615234,34.65785217285156,212.77429411592,126.28967819102988,149.36319784498312,298.9397590361445
649,649,1894,36.1,-55.3,1123.0,,,,,,,,35.0,-42.03199005126953,41.28562927246094,68.44054612896095,10.974115592861752,27.38068950445477,300.93333333333334
650,650,1894,23.5,-53.5,1378.0,,,,,,,,36.0,-39.276126861572266,28.85456275939941,104.666039211467,60.58230637938191,74.5785255203969,338.56164383561645
651,651,1895,36.5,-69.0,570.0,,,,,,,,13.0,-74.44637298583984,34.15087890625,12.32162331509288,1.447186250985727,0.4701281206802872,161.06060606060606
652,652,1895,32.8,-73.0,383.0,,,,,,,,17.0,-63.4099235534668,37.56904602050781,72.02842764651308,13.006913302112304,29.06590254901038,172.56164383561645
653,653,1895,26.866669,-91.06667,246.0,52500000.0,52500000.0,,,,,,8.0,-89.37908935546875,29.679353713989254,1.0172669921603594,3.824254040902311,1.8942402570155417,227.5483870967742
654,654,1895,13.4,-58.3,421.0,385818752.0,385818752.0,,,,,,20.0,-81.27947998046875,19.775753021240234,163.5920602668195,17.090952299175285,-52.261536512212366,237.94366197183095
655,655,1895,14.5,-68.5,308.0,,,,,,,,13.0,-76.1700439453125,16.06397247314453,22.763067241208887,2.2275942783851272,-6.825376888231244,235.5757575757576
656,656,1895,17.5,-50.0,1376.0,,,,,,,,21.0,-46.75588607788086,31.36551284790039,53.898898959399496,81.6417631790022,59.1727995323152,247.56140350877192
657,657,1895,29.5,-54.000004,1708.0,,,,,,,,112.0,-57.37166213989258,31.36913108825684,7.575737199333787,13.60942914551358,-0.901851859433182,257.6779661016949
658,658,1895,12.0,-82.5,117.0,,,,,,,,38.0,-79.00120544433594,24.212438583374023,87.93892994214556,58.86781636403352,64.22159190523772,273.8217821782178
659,659,1895,19.3,-86.0,148.0,56250000.0,56250000.0,,,,,,25.0,-77.66297912597656,28.62090110778809,102.42537069009252,61.39448451343858,77.24244724604111,275.3246753246753
660,660,1895,15.0,-25.999998,914.0,,,,,,,,13.0,-33.29066848754883,16.87154197692871,17.443533409728097,1.2102827289692866,-3.9791428802025033,272.6666666666667
661,661,1895,17.4,-82.9,233.0,18865000.0,18865000.0,,,,,,32.0,-91.21351623535156,22.076906204223636,18.92538297899297,14.870737338489675,-12.586618770977642,277.39130434782606
662,662,1895,11.999999,-44.8,1120.0,328049984.0,328049984.0,,,,,,37.0,-60.92109298706055,21.64037704467773,319.713671346628,77.06273170461964,54.07867882264856,292.94074074074075
663,663,1895,19.4,-93.700005,123.0,18671370.0,18671370.0,,,,,,20.0,-87.35232543945312,23.32222366333008,20.86972103874905,4.91582881625822,9.956169351975198,287.71875
664,664,1895,14.900001,-81.2,204.0,,,,,,,,5.0,-81.98567199707031,16.300500869750977,0.1793192332749077,0.8012836599205219,-0.3708259442923701,290.93333333333334
665,665,1895,21.0,-31.5,1495.0,,,,,,,,26.0,-34.60627365112305,25.75831413269043,21.76374283050376,10.532013898814352,11.56149326337883,309.6744186046512
666,666,1896,20.9,-81.1,123.0,272104608.0,272104608.0,,,,,,26.0,-82.24781799316406,36.8872299194336,25.60734452285093,139.92698559362043,46.40159803074871,190.04545454545453
667,667,1896,14.0,-59.599995,399.0,445544544.0,445544544.0,,956.0,,,,14.0,-70.89361572265625,27.359189987182617,21.01057023682013,86.28465894626646,-7.426090847672479,249.1078431372549
668,668,1896,15.5,-54.5,885.0,276356256.0,276356256.0,,,,,,25.0,-57.8546142578125,31.642940521240234,182.9481444113229,201.3504629067364,138.36654833906533,265.8217821782178
669,669,1896,16.7,-61.8,436.0,590010432.0,590010432.0,,960.0,,,,40.0,-76.35883331298828,21.3452262878418,58.99479904189271,43.83831383219155,-23.973380100533134,269.9852941176471
670,670,1896,11.2,-80.2,198.0,,,,,,,,11.0,-82.55078887939453,13.84292984008789,2.5277374124901253,4.638101700593757,-3.3225217975482,269.4347826086956
671,671,1896,33.5,-53.0,1457.0,,,,,,,,13.0,-47.24020385742188,38.375118255615234,16.59948310236332,21.58706984363947,16.626767391676676,272.0612244897959
672,672,1896,22.5,-91.200005,182.0,272767200.0,272767200.0,,,,,,39.0,-73.16422271728516,35.224449157714844,106.44881871555826,79.37155638757574,91.2702607177,285.29487179487177
673,673,1896,12.2,-29.4,1317.0,,,,,,,,10.0,-28.791095733642575,16.417299270629883,0.1883333150071605,5.222112662724379,0.6179656477224731,285.56
674,674,1896,8.7,-44.2,926.0,276356256.0,276356256.0,,,,,,16.0,-47.049747467041016,25.20032501220703,35.73595555595908,122.65071747603794,46.23296583778541,307.05982905982904
675,675,1896,15.000001,-59.0,528.0,,,,,,,,21.0,-45.77133560180664,31.84101104736328,61.74303973626336,78.44343867661253,62.9076124863286,309.1807228915663
676,676,1896,10.9,-61.1,22.0,56250000.0,56250000.0,,,,,,17.0,-61.92903900146485,14.215002059936523,0.1840944153566963,7.160623188142133,-1.0593969715447946,332.95652173913044
677,677,1897,12.5,-20.0,347.0,276356256.0,276356256.0,,,,,,29.0,-36.68954086303711,26.15265464782715,91.59567114364678,138.5967478062177,-9.234489089843786,247.6813186813187
678,678,1897,29.5,-55.0,1640.0,,,,,,,,29.0,-44.417755126953125,37.94069290161133,70.2972445958076,49.3234746195214,57.90488747929478,253.0606060606061
679,679,1897,23.7,-80.0,89.0,183297408.0,183297408.0,,,,,,17.0,-88.11394500732422,27.075855255126957,24.21392157837593,6.094524500598944,-11.922417093461831,254.6
680,680,1897,13.999999,-19.8,259.0,,,,,,,,12.0,-23.156230926513672,19.06522750854492,2.778099294943061,11.56972956856228,-4.987781068067125,261.06060606060606
681,681,1897,21.000002,-90.0,0.0,90720000.0,90720000.0,,,,,,52.0,-79.05630493164062,31.9115047454834,64.07303222277545,70.90822624618981,66.40796316179348,264.655737704918
682,682,1897,19.600002,-82.9,201.0,28800000.0,28800000.0,,,,,,9.0,-84.68731689453125,23.2103214263916,0.7062265191093813,7.32017656006589,-1.3735353883807675,269.948717948718
683,683,1897,12.2,-53.5,709.0,,,,,,,,24.0,-65.03137969970703,25.09060478210449,31.29554270019165,65.13541725250103,3.636128228827061,274.0618556701031
684,684,1897,12.399999,-61.7,190.0,152880000.0,152880000.0,,,,,,31.0,-75.41658782958984,21.66728782653809,52.452153529115385,79.15660868889863,20.230866848106547,288.8490566037736
685,685,1897,24.5,-77.3,40.0,73783696.0,73783696.0,,,,,,19.0,-70.008544921875,35.07279586791992,35.363159153008134,16.551804318901564,19.06749154303292,300.0285714285714
686,686,1898,25.0,-59.5,969.0,,,,,,,,14.0,-56.85601043701172,26.527156829833984,4.050032645248614,0.963828000179182,1.560819077120068,73.29729729729729
687,687,1898,26.5,-79.93333,19.0,144060000.0,144060000.0,,,,,,15.0,-84.18425750732422,29.19051742553711,5.488824751947687,3.02335767081604,-4.044080917250297,214.4375
688,688,1898,27.300001,-77.3,255.0,184090912.0,184090912.0,,,,,,13.0,-81.75570678710938,31.802913665771484,7.751460495334138,6.2159235464687645,-6.605933617696664,243.05882352941177
689,689,1898,13.5,-79.4,420.0,,,,,,,,12.0,-89.55431365966797,22.921974182128903,19.550325219985467,29.11742302509578,-17.72138860339732,250.06741573033707
690,690,1898,40.8,-42.1,1095.0,154350000.0,154350000.0,,,,,,22.0,-34.66670608520508,46.3130111694336,24.422750576718737,10.925404367846504,16.297284569180796,247.17391304347825
691,691,1898,11.199999,-26.9,1091.0,385818752.0,385818752.0,,965.0,,,,38.0,-56.82030487060547,21.447338104248047,138.03792614990627,112.69195170248804,-71.45127746789855,255.5619834710744
692,692,1898,12.9,-79.1,380.0,55631868.0,55631868.0,,,,,,21.0,-88.02898406982422,24.09210777282715,29.201096930991472,86.96308165887659,-28.355497283698927,260.4673913043478
693,693,1898,40.478703,-58.666656,557.0,,,,,,,,31.0,-50.40886306762695,41.967872619628906,33.6188314255057,0.602157603392455,4.388876144280787,262.5
694,694,1898,11.0,-79.8,168.0,55479452.0,55479452.0,,,,,,14.0,-89.4865951538086,22.2761173248291,24.177608657324534,30.11765461563048,-26.42905578209723,267.6081081081081
695,695,1898,19.7,-66.0,145.0,,,,,,,,10.0,-71.90734100341797,23.18320655822754,15.586762352235905,5.164855322200674,-8.597624670044308,267.93650793650795
696,696,1898,16.2,-58.3,681.0,677189568.0,677189568.0,,938.0,,,,48.0,-73.28140258789062,29.56311798095703,85.69177520918942,75.35113924365396,-37.53367333913596,273.4583333333333
697,697,1898,20.499998,-84.5,145.0,41006248.0,41006248.0,,1008.0,,,,16.0,-79.34770965576172,25.04995346069336,11.171061084058987,7.89999468885556,9.37959246232252,269.8
698,698,1898,13.8,-25.5,868.0,,,,,,,,21.0,-35.22452926635742,22.643070220947266,28.671619158990023,39.49951340362202,5.901310231654787,276.56164383561645
699,699,1898,11.4,-57.7,368.0,97200000.0,97200000.0,,,,,,24.0,-72.4248275756836,20.98875999450684,60.7173902470219,59.50817887218396,-6.180132117276121,281.05940594059405
700,700,1898,18.5,-85.8,194.0,28800000.0,28800000.0,,,,,,24.0,-83.00654602050781,21.8117618560791,7.076656428238897,5.469682894900988,6.081223370597002,294.95652173913044
701,701,1898,15.6,-80.0,337.0,,,,,,,,6.0,-83.33038330078125,17.603591918945312,4.992672592381626,1.4164773397540735,-0.0899414368800384,303.3157894736842
702,702,1898,17.9,-61.2,466.0,56250000.0,56250000.0,,,,,,14.0,-77.82847595214844,17.664447784423828,80.30031091779607,0.0882255719034351,-1.966006400903026,304.05797101449275
703,703,1898,31.0,-46.0,1842.0,,,,,,,,26.0,-50.15205383300781,30.23448944091797,7.536114713914335,4.602325078171137,5.118012970774823,315.8032786885246
704,704,1899,27.5,-93.00001,233.0,19293750.0,19293750.0,,,,,,11.0,-94.54265594482422,28.65595054626465,1.1145145469789648,0.8984992841084682,-0.9922263882769832,177.63636363636363
705,705,1899,17.0,-69.5,153.0,263794592.0,263794592.0,,979.0,,,,19.0,-80.72623443603516,25.849992752075195,24.74937073819672,18.075701335705705,-20.80270892851447,211.6888888888889
706,706,1899,11.7,-31.0,1500.0,984890880.0,984890880.0,,930.0,,,,46.0,-55.911231994628906,30.9312744140625,296.275193765138,93.5504070092446,37.18240960458293,230.9356060606061
707,707,1899,16.8,-57.3,791.0,328049984.0,328049984.0,,,,,,26.0,-62.25905227661133,27.552120208740234,67.66148525551021,110.22270329169127,68.37797054891882,246.05882352941177
708,708,1899,13.200001,-38.4,1732.0,520931264.0,520931264.0,,939.0,,,,32.0,-58.20867538452149,23.74413108825684,71.56661874808621,114.39818858599972,-21.481450904916752,251.94174757281556
709,709,1899,19.999998,-84.1,203.0,55102040.0,55102040.0,,,,,,45.0,-77.96023559570312,31.633464813232425,121.83778227481643,97.42091210336876,105.78766362238493,277.82
710,710,1899,10.0,-35.0,1540.0,28800000.0,28800000.0,,,,,,12.0,-39.6666145324707,15.199840545654297,6.699485145374885,10.753710165113915,-8.367094026136526,285.06060606060606
711,711,1899,25.500002,-77.5,67.0,28800000.0,28800000.0,,,,,,16.0,-74.94264221191406,30.44168472290039,1.5288036907895366,11.935559362056733,1.2325880074540407,289.6666666666667
712,712,1899,16.2,-78.8,223.0,385818752.0,385818752.0,,,,,,42.0,-67.80480194091797,33.06027603149414,359.3545121548775,181.85810466041696,211.3348298902856,303.44303797468353
713,713,1899,11.7,-78.3,261.0,74868752.0,74868752.0,,,,,,23.0,-75.82881164550781,18.95845603942871,4.969162924804786,28.0116646129595,10.374480420752292,312.4516129032258
714,714,1900,15.0,-42.1,1565.0,873378496.0,873378496.0,,936.0,,,,38.0,-70.30671691894531,28.567895889282227,369.67858555644153,170.34119591737033,32.15043077939772,248.4625
715,715,1900,14.5,-28.0,1130.0,520931264.0,520931264.0,,,,,,33.0,-52.57822799682617,21.44599151611328,130.2422117186405,49.82300874689685,-45.48821104634739,255.6969696969697
716,716,1900,10.0,-18.5,326.0,276356256.0,276356256.0,,,,,,17.0,-34.2202033996582,23.83178329467773,74.66293741445445,50.1929728937797,-43.054137174956736,258.6829268292683
717,717,1900,19.999998,-85.2,198.0,41006248.0,41006248.0,,,,,,13.0,-87.53044128417969,28.31031608581543,2.938117478354146,19.606963635968658,1.4805207113981174,255.948717948718
718,718,1900,21.2,-61.3,548.0,97200000.0,97200000.0,,,,,,30.0,-63.961612701416016,35.82645034790039,64.4787118068497,133.76293926721738,74.15313486037138,281.9397590361445
719,719,1900,21.0,-91.40001,106.0,28800000.0,28800000.0,,,,,,34.0,-79.3175048828125,34.24713134765625,67.35787549075108,71.7500568994886,68.17414673966431,285.55555555555554
720,720,1900,15.0,-64.5,363.0,41006248.0,41006248.0,,,,,,39.0,-70.3879165649414,23.81181907653809,13.61693880825513,66.58924934672163,4.827675610995938,299.4468085106383
721,721,1901,19.3,-82.3,240.0,19293750.0,19293750.0,,,,,,21.0,-85.08260345458984,28.0541934967041,2.295014650458248,34.33651718445335,-7.488465649708735,163.94871794871796
722,722,1901,9.0,-54.0,348.0,95904000.0,95904000.0,,,,,,23.0,-77.3849105834961,19.36854553222656,154.70626917279142,29.6757474183813,-67.3132962575691,186.73684210526315
723,723,1901,9.5,-55.5,403.0,150491248.0,150491248.0,,,,,,22.0,-70.42984771728516,25.339767456054688,58.12801943710885,87.68368812386113,-67.1137462870511,189.5185185185185
724,724,1901,32.6,-38.4,1999.0,227011760.0,227011760.0,,973.0,,,,17.0,-73.32179260253906,28.509052276611328,269.17735448905427,15.643375142479226,-15.353675315767996,221.97810218978103
725,725,1901,11.5,-53.0,641.0,41006248.0,41006248.0,,,,,,15.0,-61.26643371582031,12.247260093688965,28.05219264142941,0.1322835857023103,-1.856873287901633,232.17142857142855
726,726,1901,16.0,-22.0,504.0,154350000.0,154350000.0,,,,,,13.0,-32.54519271850586,18.76996421813965,31.4516573613672,3.3369207010430726,-10.087228596437605,239.67441860465115
727,727,1901,13.6,-22.4,542.0,328049984.0,328049984.0,,,,,,36.0,-44.18887710571289,26.918588638305664,143.58120356193416,115.31503441116249,-1.6666629436566676,247.55963302752292
728,728,1901,17.6,-50.7,1352.0,152534112.0,152534112.0,,,,,,37.0,-73.7605972290039,23.24017906188965,133.85045247554962,44.77980540323953,-34.85701535737499,257.09302325581393
729,729,1901,11.1,-28.1,1217.0,56250000.0,56250000.0,,,,,,8.0,-29.756118774414062,16.38319206237793,0.9294427806398826,7.815092341679205,-2.1348018099384958,257.4468085106383
730,730,1901,13.7,-73.0,189.0,41006248.0,41006248.0,,,,,,49.0,-75.23124694824219,28.67845344543457,190.9268987835085,185.1381418199482,132.92036957165382,269.3225806451613
731,731,1901,11.999999,-51.5,744.0,97200000.0,97200000.0,,,,,,32.0,-57.796348571777344,25.589475631713867,42.23727608448271,132.17352708367417,-0.6677383748898521,282.3246753246753
732,732,1901,21.000002,-80.0,78.0,56250000.0,56250000.0,,,,,,16.0,-72.5304946899414,24.81018447875977,26.44977470559318,5.618256513630668,12.136622628388723,289.4516129032258
733,733,1901,19.3,-67.3,100.0,154350000.0,154350000.0,,,,,,19.0,-60.38864517211914,30.85467338562012,31.91473849325813,35.351908734418586,31.76377718525544,306.6779661016949
734,734,1902,17.7,-84.0,214.0,54941860.0,54941860.0,,,,,,42.0,-79.73542785644531,31.389692306518555,36.56898424066278,72.43465781148207,46.08927557719608,165.6590909090909
735,735,1902,17.2,-92.100006,0.0,154350000.0,154350000.0,,,,,,35.0,-93.88472747802734,25.71761703491211,15.490383384933518,56.52889214419977,13.77308208567494,175.94366197183098
736,736,1902,7.7,-30.800001,1530.0,276356256.0,276356256.0,,,,,,23.0,-41.3853645324707,25.84850311279297,59.32822709836745,190.72951131148423,35.792085403733665,263.5584415584416
737,737,1902,14.0,-93.80001,163.0,328049984.0,328049984.0,,970.0,,,,46.0,-87.99073791503906,24.67770004272461,84.73472310863566,68.55255735474968,69.76127970812513,280.8235294117647
738,738,1902,20.0,-67.3,178.0,97200000.0,97200000.0,,,,,,24.0,-57.16637420654297,32.58265686035156,48.01524971656274,29.21884656484024,33.95474113475875,307.4468085106383
739,739,1903,19.999998,-67.8,158.0,154350000.0,154350000.0,,,,,,28.0,-66.89436340332031,31.879535675048828,75.026998065377,47.693260750762775,42.88924600681376,204.4468085106383
740,740,1903,11.8,-42.300003,1299.0,520931264.0,520931264.0,,958.0,,,,20.0,-74.41351318359375,17.889362335205078,327.6048895939919,14.106598668582084,-67.25936147862983,223.05882352941177
741,741,1903,21.4,-72.4,66.0,222967728.0,222967728.0,,976.0,,,,11.0,-81.39610290527344,28.269594192504883,18.164875924881176,15.695649204259317,-15.057108915588914,255.53968253968253
742,742,1903,22.5,-55.6,1137.0,270476320.0,270476320.0,,990.0,,,,21.0,-68.9034652709961,32.476585388183594,47.69579362401991,41.65731786853622,-40.74238993504115,257.4791666666667
743,743,1903,20.8,-71.6,111.0,56250000.0,56250000.0,,,,,,22.0,-70.45843505859375,28.85572052001953,21.47898105454033,31.42977331445781,16.382867577886152,265.44444444444446
744,744,1903,22.899998,-58.8,867.0,385818752.0,385818752.0,,,,,,41.0,-58.0959587097168,31.96371841430664,75.99960188333714,59.58789141041263,56.81054270912148,271.05405405405406
745,745,1903,17.7,-57.3,879.0,276356256.0,276356256.0,,,,,,21.0,-52.0955810546875,27.23328018188477,82.306415865913,15.007925893783137,19.430980744762,278.44303797468353
746,746,1903,25.5,-72.5,483.0,97200000.0,97200000.0,,,,,,12.0,-68.19050598144531,29.968181610107425,6.991731986105643,11.570687721423452,8.486737097336617,280.4468085106383
747,747,1903,21.2,-72.0,103.0,56250000.0,56250000.0,,,,,,35.0,-68.06271362304688,33.78296661376953,73.74771513601216,106.68045198294224,82.49153982745601,297.0566037735849
748,748,1903,19.0,-37.0,2088.0,154350000.0,154350000.0,,,,,,17.0,-43.8059196472168,30.151020050048828,11.622815400381535,46.77247471991908,7.18012060959979,325.05797101449275
749,749,1904,13.0,-80.5,325.0,154350000.0,154350000.0,,,,,,12.0,-78.87962341308594,17.485780715942383,3.4734606983170444,7.625331055881165,4.893085539383504,164.17142857142858
750,750,1904,16.2,-54.0,975.0,186830352.0,186830352.0,,,,,,62.0,-69.20429992675781,26.95914459228516,58.06150280213995,46.78046417002652,-37.075338798029605,255.484375
751,751,1904,11.999999,-80.0,281.0,154350000.0,154350000.0,,,,,,9.0,-84.8932876586914,15.870034217834473,14.547383843218244,4.450156876782398,-6.415545295441818,274.94545454545454
752,752,1904,15.3,-75.7,295.0,150392304.0,150392304.0,,,,,,12.0,-79.93090057373047,22.726749420166016,3.097891717772224,15.73316786416733,-4.228256939205327,290.60759493670884
753,753,1904,25.8,-45.4,2235.0,41006248.0,41006248.0,,,,,,36.0,-51.5945930480957,33.242042541503906,19.75528995705918,122.21089128549092,15.810223337469605,296.0566037735849
754,754,1904,20.0,-91.30001,71.0,41006248.0,41006248.0,,,,,,36.0,-80.67186737060547,30.579084396362305,145.22353055159695,55.67517650929836,86.5026907552499,308.1764705882353
755,755,1905,11.6,-58.5,290.0,56250000.0,56250000.0,,,,,,19.0,-65.07475280761719,13.695246696472168,18.157704767476115,1.7826979533332343,-5.6879851083919,250.1578947368421
756,756,1905,19.5,-50.999996,1456.0,56250000.0,56250000.0,,,,,,12.0,-58.00769805908203,23.13126373291016,9.462137285653151,6.0588303706800914,-7.163233689605095,256.6744186046512
757,757,1905,17.7,-84.0,214.0,40232548.0,40232548.0,,,,,,14.0,-90.3371124267578,25.310041427612305,7.374056725911027,25.18426838742615,-11.114762564168291,270.0925925925926
758,758,1905,11.0,-79.2,168.0,520931264.0,520931264.0,,945.0,,,,26.0,-65.57169342041016,27.00132179260254,156.383099285751,179.68221283604657,158.70693247737455,280.05940594059405
759,759,1905,23.0,-88.9,170.0,40232548.0,40232548.0,,,,,,22.0,-89.7796401977539,28.12967300415039,14.545417201495326,22.577493811676497,14.257877357887244,281.0740740740741
760,760,1906,19.4,-83.6,238.0,40202208.0,40202208.0,,,,,,21.0,-85.41635131835938,28.21665573120117,2.8084660060969777,32.84584799813774,-9.255497630410105,162.19230769230768
761,761,1906,22.899998,-76.4,152.0,323789632.0,323789632.0,,979.0,,,,19.0,-71.02091217041016,30.63889503479004,79.60475946341477,33.22323809094662,46.66214490215391,169.53846153846155
762,762,1906,28.699999,-53.1,1714.0,97200000.0,97200000.0,,,,,,20.0,-53.47876739501953,33.17349624633789,9.300450790227474,12.281053147013823,8.929582076226607,235.55172413793105
763,763,1906,14.0,-20.999998,385.0,684393728.0,684393728.0,,950.0,,,,40.0,-55.14969253540039,23.594772338867188,272.08508900541864,118.47017331239896,-13.051466053419752,246.1836734693877
764,764,1906,10.2,-33.0,1650.0,228526832.0,228526832.0,,977.0,,,,16.0,-55.892822265625,21.53546905517578,193.1232524221884,63.57646524729678,-109.49070096399068,253.73387096774192
765,765,1906,12.0,-77.0,226.0,514943520.0,514943520.0,,953.0,,,,12.0,-84.93101501464844,23.43926429748535,15.937368400902535,75.07332997138174,-32.85447954127898,267.46590909090907
766,766,1906,30.299997,-31.9,1478.0,97200000.0,97200000.0,,,,,,32.0,-33.96258544921875,32.34416961669922,102.28370418428732,53.13558293707668,70.51182687912555,269.9425287356322
767,767,1906,11.3,-76.4,125.0,516763808.0,516763808.0,,953.0,,,,20.0,-83.67469787597656,20.34372901916504,13.199314065521332,42.596146819924776,10.911859360830093,288.57936507936506
768,768,1906,33.7,-62.0,1127.0,41006248.0,41006248.0,,,,,,18.0,-72.39844512939453,31.71808624267578,34.72394539529306,3.19197486319834,10.13582045783557,288.55172413793105
769,769,1906,21.0,-69.4,168.0,41006248.0,41006248.0,,,,,,14.0,-66.28815460205078,27.505903244018555,21.586976789827432,6.591367961317224,7.201220151792838,290.55555555555554
770,770,1906,18.499998,-82.5,325.0,154350000.0,154350000.0,,,,,,10.0,-77.76608276367188,22.204856872558597,18.19573623872971,3.865643897426705,8.094190926527956,311.2093023255814
771,771,1907,16.0,-78.0,208.0,73400736.0,73400736.0,,,,,,37.0,-82.75321960449219,26.166147232055664,33.2228398095639,63.9147454725298,20.091444422669102,178.19230769230768
772,772,1907,25.0,-79.0,67.0,28130232.0,28130232.0,,,,,,18.0,-85.40959167480469,29.827333450317383,9.81018725778335,10.382819787791869,-0.7583005054547425,263.6818181818182
773,773,1907,22.3,-94.100006,339.0,39223368.0,39223368.0,,,,,,37.0,-85.8444595336914,28.847612380981445,45.53179932817928,15.857518851830967,25.995268000350325,271.1666666666667
774,774,1907,26.3,-67.4,794.0,41006248.0,41006248.0,,,,,,48.0,-59.88412857055664,30.4597282409668,23.132269989128783,12.802579968252996,16.897543649084618,291.17391304347825
775,775,1907,31.5,-39.7,2037.0,28800000.0,28800000.0,,,,,,15.0,-43.83709335327149,31.907583236694336,7.953779424294376,19.85204791090768,-9.258236578863285,312.94545454545454
776,776,1908,23.8,-60.2,823.0,276356256.0,276356256.0,,,,,,12.0,-62.57072448730469,18.086294174194336,1.647389991452354,9.10399470827977,3.864691054939141,67.66666666666667
777,777,1908,21.000002,-71.7,134.0,121486656.0,121486656.0,,989.0,,,,29.0,-75.16768646240234,31.628910064697266,9.539949772432957,47.2682700892451,7.522101175904045,148.71666666666667
778,778,1908,27.500002,-75.0,401.0,152490352.0,152490352.0,,,,,,29.0,-73.96663665771484,32.77220916748047,39.98946876540029,36.57510907334412,35.225565811712855,211.20238095238096
779,779,1908,29.600002,-94.00001,11.0,55053192.0,55053192.0,,,,,,7.0,-91.99056243896484,30.207239151000977,0.8161854319629606,3.3591623264975468,0.5238646733091531,213.4375
780,780,1908,33.0,-72.5,408.0,39487500.0,39487500.0,,,,,,22.0,-74.30382537841797,35.05345153808594,5.4918602422066405,5.420627215835599,3.7644931579888894,244.67857142857144
781,781,1908,15.4,-51.7,1098.0,520931264.0,520931264.0,,,,,,42.0,-65.4686508178711,28.045799255371094,73.37272047176059,115.19099706232956,28.614553986858123,257.1818181818182
782,782,1908,24.7,-90.50001,396.0,97200000.0,97200000.0,,,,,,7.0,-92.58924102783205,26.72065734863281,1.196272171072169,1.631495471010907,-1.3426185246426885,261.1578947368421
783,783,1908,12.5,-46.000004,1087.0,385818752.0,385818752.0,,,,,,18.0,-66.16604614257812,21.96890640258789,73.48149968514998,45.240002971236095,-23.792330595626183,273.1832061068702
784,784,1908,11.7,-78.5,255.0,328049984.0,328049984.0,,,,,,10.0,-81.86506652832031,12.363971710205078,3.933030220353628,0.5389775010147438,-1.3386912532315751,290.43589743589746
785,785,1908,35.0,-72.0,328.0,19293750.0,19293750.0,,,,,,21.0,-71.94390869140625,31.170684814453125,19.338120595148684,5.747152688367422,-4.557624611150309,295.1714285714286
786,786,1909,10.600001,-82.5,86.0,28800000.0,28800000.0,,,,,,5.0,-82.80577850341797,12.572628021240234,0.2911528422922654,1.2138735563689729,-0.4077870194685187,167.94871794871796
787,787,1909,25.0,-84.0,242.0,269615840.0,269615840.0,,972.0,,,,8.0,-91.82752990722656,26.220991134643555,21.96327463162154,0.1371432823963088,-0.047218483396014,178.5952380952381
788,788,1909,21.000002,-72.0,106.0,39800184.0,39800184.0,,,,,,13.0,-80.0631103515625,28.26841926574707,14.550006065292752,14.48568616030555,-9.18678520748352,181.14492753623188
