PDI_max_wmo,PDI_max_usa
97200000.0,97200000.0
97200000.0,97200000.0
189843744.0,189843744.0
7031250.0,7031250.0
7031250.0,7031250.0
7031250.0,7031250.0
7031250.0,7031250.0
7031250.0,7031250.0
7031250.0,7031250.0
7031250.0,7031250.0
328049984.0,328049984.0
97200000.0,97200000.0
7031250.0,7031250.0
154350000.0,154350000.0
97200000.0,97200000.0
7031250.0,7031250.0
7031250.0,7031250.0
12150000.0,12150000.0
7031250.0,7031250.0
28800000.0,28800000.0
7031250.0,7031250.0
7031250.0,7031250.0
7031250.0,7031250.0
230400000.0,230400000.0
7031250.0,7031250.0
28800000.0,28800000.0
12150000.0,12150000.0
230400000.0,230400000.0
97200000.0,97200000.0
97200000.0,97200000.0
12150000.0,12150000.0
450000000.0,450000000.0
7031250.0,7031250.0
154350000.0,154350000.0
7031250.0,7031250.0
97200000.0,97200000.0
12150000.0,12150000.0
7031250.0,7031250.0
74868752.0,74868752.0
12150000.0,12150000.0
12150000.0,12150000.0
41006248.0,41006248.0
56250000.0,56250000.0
74868752.0,74868752.0
12150000.0,12150000.0
450000000.0,450000000.0
988649984.0,988649984.0
12150000.0,12150000.0
41006248.0,41006248.0
97200000.0,97200000.0
385818752.0,385818752.0
7031250.0,7031250.0
12150000.0,12150000.0
123581248.0,123581248.0
41006248.0,41006248.0
7031250.0,7031250.0
7031250.0,7031250.0
12150000.0,12150000.0
97200000.0,97200000.0
7031250.0,7031250.0
189843744.0,189843744.0
7031250.0,7031250.0
12150000.0,12150000.0
450000000.0,450000000.0
385818752.0,385818752.0
12150000.0,12150000.0
12150000.0,12150000.0
7031250.0,7031250.0
12150000.0,12150000.0
598950016.0,598950016.0
328049984.0,328049984.0
777600000.0,777600000.0
7031250.0,7031250.0
7031250.0,7031250.0
12150000.0,12150000.0
41006248.0,41006248.0
7031250.0,7031250.0
12150000.0,12150000.0
7031250.0,7031250.0
97200000.0,97200000.0
41006248.0,41006248.0
12150000.0,12150000.0
12150000.0,12150000.0
7031250.0,7031250.0
7031250.0,7031250.0
41006248.0,41006248.0
520931264.0,520931264.0
41006248.0,41006248.0
230400000.0,230400000.0
328049984.0,328049984.0
450000000.0,450000000.0
7031250.0,7031250.0
7031250.0,7031250.0
28800000.0,28800000.0
12150000.0,12150000.0
7031250.0,7031250.0
12150000.0,12150000.0
328049984.0,328049984.0
12150000.0,12150000.0
12150000.0,12150000.0
123581248.0,123581248.0
7031250.0,7031250.0
12150000.0,12150000.0
7031250.0,7031250.0
12150000.0,12150000.0
1518749952.0,1518749952.0
123581248.0,123581248.0
123581248.0,123581248.0
7031250.0,7031250.0
7031250.0,7031250.0
189843744.0,189843744.0
12150000.0,12150000.0
12150000.0,12150000.0
154350000.0,154350000.0
56250000.0,56250000.0
12150000.0,12150000.0
28800000.0,28800000.0
7031250.0,7031250.0
12150000.0,12150000.0
41006248.0,41006248.0
41006248.0,41006248.0
12150000.0,12150000.0
230400000.0,230400000.0
7031250.0,7031250.0
56250000.0,56250000.0
777600000.0,777600000.0
12150000.0,12150000.0
276356256.0,276356256.0
12150000.0,12150000.0
12150000.0,12150000.0
74868752.0,74868752.0
684393728.0,684393728.0
12150000.0,12150000.0
12150000.0,12150000.0
41006248.0,41006248.0
41006248.0,41006248.0
12150000.0,12150000.0
7031250.0,7031250.0
154350000.0,154350000.0
7031250.0,7031250.0
12150000.0,12150000.0
56250000.0,56250000.0
7031250.0,7031250.0
123581248.0,123581248.0
12150000.0,12150000.0
41006248.0,41006248.0
12150000.0,12150000.0
12150000.0,12150000.0
1518749952.0,1518749952.0
12150000.0,12150000.0
684393728.0,684393728.0
19293750.0,19293750.0
12150000.0,12150000.0
276356256.0,276356256.0
189843744.0,189843744.0
12150000.0,12150000.0
12150000.0,12150000.0
123581248.0,123581248.0
12150000.0,12150000.0
12150000.0,12150000.0
7031250.0,7031250.0
12150000.0,12150000.0
12150000.0,12150000.0
2021456256.0,2021456256.0
12150000.0,12150000.0
276356256.0,276356256.0
154350000.0,154350000.0
12150000.0,12150000.0
154350000.0,154350000.0
123581248.0,123581248.0
56250000.0,56250000.0
450000000.0,450000000.0
97200000.0,97200000.0
328049984.0,328049984.0
7031250.0,7031250.0
276356256.0,276356256.0
12150000.0,12150000.0
189843744.0,189843744.0
12150000.0,12150000.0
7031250.0,7031250.0
56250000.0,56250000.0
12150000.0,12150000.0
12150000.0,12150000.0
97200000.0,97200000.0
12150000.0,12150000.0
12150000.0,12150000.0
56250000.0,56250000.0
154350000.0,154350000.0
12150000.0,12150000.0
12150000.0,12150000.0
230400000.0,230400000.0
450000000.0,450000000.0
328049984.0,328049984.0
12150000.0,12150000.0
684393728.0,684393728.0
520931264.0,520931264.0
12150000.0,12150000.0
41006248.0,41006248.0
189843744.0,189843744.0
97200000.0,97200000.0
189843744.0,189843744.0
97200000.0,97200000.0
97200000.0,97200000.0
12150000.0,12150000.0
74868752.0,74868752.0
684393728.0,684393728.0
12150000.0,12150000.0
97200000.0,97200000.0
12150000.0,12150000.0
12150000.0,12150000.0
440425536.0,440425536.0
147918752.0,147918752.0
123581248.0,123581248.0
74868752.0,74868752.0
12150000.0,12150000.0
12150000.0,12150000.0
12150000.0,12150000.0
12150000.0,12150000.0
56250000.0,56250000.0
41006248.0,41006248.0
19293750.0,19293750.0
56250000.0,56250000.0
12150000.0,12150000.0
673530368.0,673530368.0
74868752.0,74868752.0
74868752.0,74868752.0
41006248.0,41006248.0
123581248.0,123581248.0
56250000.0,56250000.0
328049984.0,328049984.0
12150000.0,12150000.0
230400000.0,230400000.0
12150000.0,12150000.0
154350000.0,154350000.0
97200000.0,97200000.0
123581248.0,123581248.0
189843744.0,189843744.0
227154928.0,227154928.0
589442880.0,589442880.0
12150000.0,12150000.0
12150000.0,12150000.0
74868752.0,74868752.0
864955392.0,864955392.0
56250000.0,56250000.0
97200000.0,97200000.0
186392048.0,186392048.0
512916928.0,512916928.0
12150000.0,12150000.0
41006248.0,41006248.0
184975968.0,184975968.0
12150000.0,12150000.0
12150000.0,12150000.0
153189472.0,153189472.0
12150000.0,12150000.0
12150000.0,12150000.0
56250000.0,56250000.0
328049984.0,328049984.0
189843744.0,189843744.0
12150000.0,12150000.0
123581248.0,123581248.0
28800000.0,28800000.0
12150000.0,12150000.0
41006248.0,41006248.0
12150000.0,12150000.0
12150000.0,12150000.0
41006248.0,41006248.0
12150000.0,12150000.0
41006248.0,41006248.0
12150000.0,12150000.0
588059968.0,588059968.0
123581248.0,123581248.0
12150000.0,12150000.0
7031250.0,7031250.0
19293750.0,19293750.0
41006248.0,41006248.0
12150000.0,12150000.0
12150000.0,12150000.0
12150000.0,12150000.0
41006248.0,41006248.0
123581248.0,123581248.0
74868752.0,74868752.0
12150000.0,12150000.0
56250000.0,56250000.0
145775008.0,145775008.0
1803130368.0,1803130368.0
878906240.0,878906240.0
7031250.0,7031250.0
28800000.0,28800000.0
869352960.0,869352960.0
12150000.0,12150000.0
120241216.0,120241216.0
7031250.0,7031250.0
40260680.0,40260680.0
41006248.0,41006248.0
323556160.0,323556160.0
149027584.0,149027584.0
12150000.0,12150000.0
328049984.0,328049984.0
189843744.0,189843744.0
7031250.0,7031250.0
871128320.0,871128320.0
1204682880.0,1204682880.0
97200000.0,97200000.0
12150000.0,12150000.0
184419648.0,184419648.0
56250000.0,56250000.0
7031250.0,7031250.0
97200000.0,97200000.0
154350000.0,154350000.0
41006248.0,41006248.0
28800000.0,28800000.0
264340768.0,264340768.0
19293750.0,19293750.0
520931264.0,520931264.0
74868752.0,74868752.0
276356256.0,276356256.0
12150000.0,12150000.0
189843744.0,189843744.0
154350000.0,154350000.0
123581248.0,123581248.0
74868752.0,74868752.0
189843744.0,189843744.0
41006248.0,41006248.0
12150000.0,12150000.0
441509440.0,441509440.0
12150000.0,12150000.0
12150000.0,12150000.0
676148032.0,676148032.0
41006248.0,41006248.0
56250000.0,56250000.0
27105882.0,27105882.0
7031250.0,7031250.0
318109088.0,318109088.0
120567072.0,120567072.0
41006248.0,41006248.0
12150000.0,12150000.0
12150000.0,12150000.0
1455468800.0,1455468800.0
385818752.0,385818752.0
385818752.0,385818752.0
72600000.0,72600000.0
12150000.0,12150000.0
74868752.0,74868752.0
189843744.0,189843744.0
19293750.0,19293750.0
19293750.0,19293750.0
52500000.0,52500000.0
28800000.0,28800000.0
450000000.0,450000000.0
41006248.0,41006248.0
154350000.0,154350000.0
276356256.0,276356256.0
123581248.0,123581248.0
12150000.0,12150000.0
74868752.0,74868752.0
10800000.0,10800000.0
56250000.0,56250000.0
154350000.0,154350000.0
12150000.0,12150000.0
97200000.0,97200000.0
56250000.0,56250000.0
12150000.0,12150000.0
12150000.0,12150000.0
12150000.0,12150000.0
385818752.0,385818752.0
184618688.0,184618688.0
121680000.0,121680000.0
92571432.0,92571432.0
97200000.0,97200000.0
28097560.0,28097560.0
261282288.0,261282288.0
11340000.0,11340000.0
777600000.0,777600000.0
92084208.0,92084208.0
385818752.0,385818752.0
382827904.0,382827904.0
19293750.0,19293750.0
41006248.0,41006248.0
988649984.0,988649984.0
12150000.0,12150000.0
450000000.0,450000000.0
123581248.0,123581248.0
961929728.0,961929728.0
56250000.0,56250000.0
441666656.0,441666656.0
74868752.0,74868752.0
189843744.0,189843744.0
41006248.0,41006248.0
445454560.0,445454560.0
184090912.0,184090912.0
151065952.0,151065952.0
878906240.0,878906240.0
517236704.0,517236704.0
28800000.0,28800000.0
777600000.0,777600000.0
450000000.0,450000000.0
96131864.0,96131864.0
41006248.0,41006248.0
446153824.0,446153824.0
123581248.0,123581248.0
41006248.0,41006248.0
28800000.0,28800000.0
123581248.0,123581248.0
28800000.0,28800000.0
12150000.0,12150000.0
152615728.0,152615728.0
598950016.0,598950016.0
28800000.0,28800000.0
28800000.0,28800000.0
41006248.0,41006248.0
445263168.0,445263168.0
92973912.0,92973912.0
328049984.0,328049984.0
276356256.0,276356256.0
74868752.0,74868752.0
1048896704.0,1048896704.0
27733334.0,27733334.0
230400000.0,230400000.0
328049984.0,328049984.0
328049984.0,328049984.0
123581248.0,123581248.0
1653694464.0,1653694464.0
189843744.0,189843744.0
56250000.0,56250000.0
9720000.0,9720000.0
777600000.0,777600000.0
878906240.0,878906240.0
41006248.0,41006248.0
325466944.0,325466944.0
12150000.0,12150000.0
1084102784.0,1084102784.0
988649984.0,988649984.0
51562500.0,51562500.0
12150000.0,12150000.0
12150000.0,12150000.0
360927232.0,360927232.0
267720112.0,267720112.0
19293750.0,19293750.0
1107168768.0,1107168768.0
7031250.0,7031250.0
12150000.0,12150000.0
598950016.0,598950016.0
12150000.0,12150000.0
41006248.0,41006248.0
19293750.0,19293750.0
184975968.0,184975968.0
19293750.0,19293750.0
10414286.0,10414286.0
154350000.0,154350000.0
154350000.0,154350000.0
97200000.0,97200000.0
777600000.0,777600000.0
230400000.0,230400000.0
753299968.0,753299968.0
97200000.0,97200000.0
276356256.0,276356256.0
56250000.0,56250000.0
72845272.0,72845272.0
55733944.0,55733944.0
7031250.0,7031250.0
95131920.0,95131920.0
95657144.0,95657144.0
97200000.0,97200000.0
520931264.0,520931264.0
450000000.0,450000000.0
154350000.0,154350000.0
12150000.0,12150000.0
328049984.0,328049984.0
857469504.0,857469504.0
41006248.0,41006248.0
154350000.0,154350000.0
19293750.0,19293750.0
765636928.0,765636928.0
123581248.0,123581248.0
230400000.0,230400000.0
56250000.0,56250000.0
17882012.0,17882012.0
41006248.0,41006248.0
56250000.0,56250000.0
72949040.0,72949040.0
56250000.0,56250000.0
12150000.0,12150000.0
266120832.0,266120832.0
54310344.0,54310344.0
598950016.0,598950016.0
56250000.0,56250000.0
187686432.0,187686432.0
837835840.0,837835840.0
11510526.0,11510526.0
56250000.0,56250000.0
12150000.0,12150000.0
54807692.0,54807692.0
225041856.0,225041856.0
123581248.0,123581248.0
12150000.0,12150000.0
12150000.0,12150000.0
117076976.0,117076976.0
12150000.0,12150000.0
878906240.0,878906240.0
18454892.0,18454892.0
56250000.0,56250000.0
1359740672.0,1359740672.0
12150000.0,12150000.0
328049984.0,328049984.0
598950016.0,598950016.0
73944448.0,73944448.0
28800000.0,28800000.0
97200000.0,97200000.0
73127616.0,73127616.0
97200000.0,97200000.0
520931264.0,520931264.0
73987936.0,73987936.0
895381184.0,895381184.0
41006248.0,41006248.0
385818752.0,385818752.0
835272640.0,835272640.0
56250000.0,56250000.0
121249528.0,121249528.0
1325638016.0,1325638016.0
12150000.0,12150000.0
501048384.0,501048384.0
878906240.0,878906240.0
123581248.0,123581248.0
27547826.0,27547826.0
41006248.0,41006248.0
41006248.0,41006248.0
90995744.0,90995744.0
17539772.0,17539772.0
121555328.0,121555328.0
961929728.0,961929728.0
1206083712.0,1206083712.0
97200000.0,97200000.0
28800000.0,28800000.0
74868752.0,74868752.0
328049984.0,328049984.0
12150000.0,12150000.0
50000000.0,50000000.0
1446428672.0,1446428672.0
19293750.0,19293750.0
450000000.0,450000000.0
188437488.0,188437488.0
230400000.0,230400000.0
154350000.0,154350000.0
1650732544.0,1650732544.0
12150000.0,12150000.0
149370960.0,149370960.0
41006248.0,41006248.0
38272500.0,38272500.0
28800000.0,28800000.0
123581248.0,123581248.0
1782435072.0,1782435072.0
38848028.0,38848028.0
450000000.0,450000000.0
41006248.0,41006248.0
97200000.0,97200000.0
189843744.0,189843744.0
74868752.0,74868752.0
95868488.0,95868488.0
41006248.0,41006248.0
54545456.0,54545456.0
74868752.0,74868752.0
41006248.0,41006248.0
119319824.0,119319824.0
230400000.0,230400000.0
520931264.0,520931264.0
520931264.0,520931264.0
189843744.0,189843744.0
123581248.0,123581248.0
55000000.0,55000000.0
97200000.0,97200000.0
1480781312.0,1480781312.0
54807692.0,54807692.0
1460336640.0,1460336640.0
54166668.0,54166668.0
28800000.0,28800000.0
218273680.0,218273680.0
12150000.0,12150000.0
19293750.0,19293750.0
123581248.0,123581248.0
148176000.0,148176000.0
19293750.0,19293750.0
41006248.0,41006248.0
184521024.0,184521024.0
55053192.0,55053192.0
28800000.0,28800000.0
598950016.0,598950016.0
74868752.0,74868752.0
256616528.0,256616528.0
74868752.0,74868752.0
90957800.0,90957800.0
1083612032.0,1083612032.0
185804528.0,185804528.0
849112832.0,849112832.0
74868752.0,74868752.0
189843744.0,189843744.0
154350000.0,154350000.0
74868752.0,74868752.0
19293750.0,19293750.0
684393728.0,684393728.0
6490384.5,6490384.5
866168512.0,866168512.0
12150000.0,12150000.0
19293750.0,19293750.0
676527168.0,676527168.0
51923076.0,51923076.0
56250000.0,56250000.0
39053572.0,39053572.0
520931264.0,520931264.0
12150000.0,12150000.0
74868752.0,74868752.0
41006248.0,41006248.0
328049984.0,328049984.0
379279456.0,379279456.0
11621739.0,11621739.0
26012902.0,26012902.0
56250000.0,56250000.0
12150000.0,12150000.0
684393728.0,684393728.0
870535744.0,870535744.0
74868752.0,74868752.0
19293750.0,19293750.0
93461544.0,93461544.0
1107168768.0,1107168768.0
777600000.0,777600000.0
567426304.0,567426304.0
189843744.0,189843744.0
54166668.0,54166668.0
28800000.0,28800000.0
189843744.0,189843744.0
328049984.0,328049984.0
271331584.0,271331584.0
270937504.0,270937504.0
123581248.0,123581248.0
71613584.0,71613584.0
97200000.0,97200000.0
97200000.0,97200000.0
39366000.0,39366000.0
41006248.0,41006248.0
74868752.0,74868752.0
28800000.0,28800000.0
69877504.0,69877504.0
487104576.0,487104576.0
12150000.0,12150000.0
28800000.0,28800000.0
777600000.0,777600000.0
28800000.0,28800000.0
54807692.0,54807692.0
152762032.0,152762032.0
120707264.0,120707264.0
770838272.0,770838272.0
230400000.0,230400000.0
442372896.0,442372896.0
74868752.0,74868752.0
56250000.0,56250000.0
94064512.0,94064512.0
189843744.0,189843744.0
74868752.0,74868752.0
264999136.0,264999136.0
56250000.0,56250000.0
28800000.0,28800000.0
377944896.0,377944896.0
152725264.0,152725264.0
19293750.0,19293750.0
154350000.0,154350000.0
328049984.0,328049984.0
450000000.0,450000000.0
230400000.0,230400000.0
41006248.0,41006248.0
28800000.0,28800000.0
230400000.0,230400000.0
433333344.0,433333344.0
41006248.0,41006248.0
146226320.0,146226320.0
71874000.0,71874000.0
27428572.0,27428572.0
74868752.0,74868752.0
56250000.0,56250000.0
28800000.0,28800000.0
51136364.0,51136364.0
74868752.0,74868752.0
12150000.0,12150000.0
230400000.0,230400000.0
185213408.0,185213408.0
41006248.0,41006248.0
74868752.0,74868752.0
41006248.0,41006248.0
74868752.0,74868752.0
74868752.0,74868752.0
270215008.0,270215008.0
12150000.0,12150000.0
152653840.0,152653840.0
189843744.0,189843744.0
37278408.0,37278408.0
520931264.0,520931264.0
148176000.0,148176000.0
830078144.0,830078144.0
19022006.0,19022006.0
55188680.0,55188680.0
54878048.0,54878048.0
41006248.0,41006248.0
598950016.0,598950016.0
41006248.0,41006248.0
189843744.0,189843744.0
56250000.0,56250000.0
41006248.0,41006248.0
12150000.0,12150000.0
41006248.0,41006248.0
1099636992.0,1099636992.0
189843744.0,189843744.0
187500000.0,187500000.0
28535780.0,28535780.0
54166668.0,54166668.0
27428572.0,27428572.0
179296880.0,179296880.0
41006248.0,41006248.0
520931264.0,520931264.0
12150000.0,12150000.0
150920000.0,150920000.0
74868752.0,74868752.0
97200000.0,97200000.0
41006248.0,41006248.0
41006248.0,41006248.0
1357129856.0,1357129856.0
777600000.0,777600000.0
437500000.0,437500000.0
74868752.0,74868752.0
38077232.0,38077232.0
54729728.0,54729728.0
7031250.0,7031250.0
41006248.0,41006248.0
53289476.0,53289476.0
177978512.0,177978512.0
385818752.0,385818752.0
674616704.0,674616704.0
28800000.0,28800000.0
1593330176.0,1593330176.0
1107168768.0,1107168768.0
328049984.0,328049984.0
450000000.0,450000000.0
1495384704.0,1495384704.0
226622960.0,226622960.0
445054944.0,445054944.0
17539772.0,17539772.0
56250000.0,56250000.0
74868752.0,74868752.0
154350000.0,154350000.0
328049984.0,328049984.0
41006248.0,41006248.0
28800000.0,28800000.0
982271616.0,982271616.0
90418600.0,90418600.0
123581248.0,123581248.0
385818752.0,385818752.0
41006248.0,41006248.0
73456128.0,73456128.0
12150000.0,12150000.0
230400000.0,230400000.0
1217884928.0,1217884928.0
74868752.0,74868752.0
385818752.0,385818752.0
19293750.0,19293750.0
123581248.0,123581248.0
12150000.0,12150000.0
19293750.0,19293750.0
1759418112.0,1759418112.0
19293750.0,19293750.0
74868752.0,74868752.0
38272500.0,38272500.0
598950016.0,598950016.0
328049984.0,328049984.0
26584616.0,26584616.0
27547826.0,27547826.0
1234800000.0,1234800000.0
74868752.0,74868752.0
12150000.0,12150000.0
56250000.0,56250000.0
154350000.0,154350000.0
41006248.0,41006248.0
154350000.0,154350000.0
97200000.0,97200000.0
74868752.0,74868752.0
37278408.0,37278408.0
54941860.0,54941860.0
28800000.0,28800000.0
28800000.0,28800000.0
55147060.0,55147060.0
73127616.0,73127616.0
216000000.0,216000000.0
219766160.0,219766160.0
12150000.0,12150000.0
28800000.0,28800000.0
41006248.0,41006248.0
937949952.0,937949952.0
123581248.0,123581248.0
19293750.0,19293750.0
123581248.0,123581248.0
28800000.0,28800000.0
326153760.0,326153760.0
777600000.0,777600000.0
378539136.0,378539136.0
41006248.0,41006248.0
94572968.0,94572968.0
19293750.0,19293750.0
73716928.0,73716928.0
120241216.0,120241216.0
750786176.0,750786176.0
450000000.0,450000000.0
440000000.0,440000000.0
961439488.0,961439488.0
97200000.0,97200000.0
1084573440.0,1084573440.0
56250000.0,56250000.0
74868752.0,74868752.0
28130232.0,28130232.0
26181818.0,26181818.0
182634496.0,182634496.0
73127616.0,73127616.0
491163744.0,491163744.0
120491720.0,120491720.0
962632896.0,962632896.0
28800000.0,28800000.0
56250000.0,56250000.0
592220224.0,592220224.0
52941176.0,52941176.0
120412504.0,120412504.0
74868752.0,74868752.0
56250000.0,56250000.0
41006248.0,41006248.0
1107168768.0,1107168768.0
28800000.0,28800000.0
74868752.0,74868752.0
97200000.0,97200000.0
97200000.0,97200000.0
450000000.0,450000000.0
17150000.0,17150000.0
12150000.0,12150000.0
189843744.0,189843744.0
385818752.0,385818752.0
736673664.0,736673664.0
74868752.0,74868752.0
1150224640.0,1150224640.0
19293750.0,19293750.0
12150000.0,12150000.0
12150000.0,12150000.0
173571424.0,173571424.0
56250000.0,56250000.0
225280000.0,225280000.0
189843744.0,189843744.0
112835056.0,112835056.0
,19293750.0
,95040000.0
,56250000.0
,123581248.0
,56250000.0
,41006248.0
,982800000.0
,56250000.0
,677749184.0
,74868752.0
,56250000.0
,1359059968.0
,230400000.0
,276356256.0
,93600000.0
,55724300.0
,41006248.0
,28800000.0
,382144288.0
,6250000.0
,12150000.0
