PDI_max_wmo,PDI_max_usa,PDI_max_tokyo,Pres_min_wmo,r34_max_wmo,r50_max_wmo,r64_max_wmo,storm_speed_max_wmo,lon_weighted,lat_weighted,lon_variance,lat_variance,latlon_covariance,DayofYear_mean
154350000.0,154350000.0,,,,,,13.0,-96.53965759277344,26.282405853271484,10.686473334283246,0.5194376811054618,-2.196467357532986,176.85714285714286
,,,,,,,7.0,-96.44462585449219,27.03646469116211,4.630353673641999,0.49389119196749587,1.4135508792497005,207.66666666666666
,,,,,,,,,,,,,235.0
591733760.0,591733760.0,,938.0,,,,32.0,-70.5479507446289,30.894412994384766,75.8359489823343,30.043039134184752,6.495835644721821,250.1904761904762
,,,,,,,11.0,-68.19725799560547,16.985027313232422,30.662050029085254,3.926552574357933,-10.34852822464139,255.0612244897959
,,,,,,,62.0,-58.22879409790039,39.53475570678711,286.41107260913,9.119717382669338,44.050323625557596,254.94285714285715
,,,,,,,23.0,-46.0953369140625,25.890213012695312,36.29784334237077,99.19040223666975,-31.829208896909382,262.81481481481484
328049984.0,328049984.0,,,,,,16.0,-94.61748504638672,28.507213592529297,1.7016427284808582,4.293173684448549,1.3549030380188114,261.4418604651163
,,,,,,,18.0,-56.390541076660156,21.082874298095703,76.12370608612946,43.8224374456609,55.511542691379915,283.1807228915663
,,,,,,,22.0,-61.13209915161133,28.513179779052734,59.43519966958222,104.99129192049331,65.24161109221977,293.0619469026549
97200000.0,97200000.0,,,,,,21.0,-65.40856170654297,29.852405548095703,7.666472033201751,8.792133013118557,7.131191281808159,293.95652173913044
,,,,,,,14.0,-64.66033172607422,23.52501678466797,0.6034753466738039,1.0721109860430968,0.8006158086060775,308.55555555555554
,,,,,,,5.0,-97.7852783203125,22.40000343322754,0.2755924001976382,0.16874663866474293,-0.2153898870074045,205.55555555555554
,,,,,,,3.0,-89.361083984375,30.208721160888672,0.6078985907434166,0.013071528403984166,-0.08403122496046114,216.8181818181818
,,,,,,,,,,,,,218.0
328049984.0,328049984.0,,,,,,37.0,-33.84899139404297,49.00075912475586,33.82879461722934,11.00701849428667,19.220890877123416,222.27272727272728
,,,,,,,,,,,,,223.0
97200000.0,97200000.0,,997.0,,,,17.0,-74.35908508300781,21.078516006469727,121.82715839309388,35.948236958127254,-66.05466341184443,239.82608695652175
,,,,,,,4.0,-41.967796325683594,13.092206954956055,0.296781777520236,0.24263250102506737,-0.2679837947065848,244.05882352941177
598950016.0,598950016.0,,,,,,10.0,-89.84162139892578,25.49004364013672,1.5671279581271387,11.892339693733557,-0.0861362712869565,255.69014084507043
,,,,,,,19.0,-56.61663818359375,33.616966247558594,12.099390675201143,27.171289841883475,6.7847668138686945,266.56164383561645
,,,,,,,16.0,-45.39790725708008,33.95375061035156,7.57485352365307,4.819731020769159,-0.8432827235121955,280.30939226519337
,,,,,,,12.0,-58.22456359863281,28.505966186523438,37.774096681691226,14.219517408026604,-21.785382581874543,310.0612244897959
988649984.0,988649984.0,,934.0,,,,12.0,-89.5196304321289,29.223196029663086,9.372109870052098,5.819464919577919,-6.812860369117908,223.56140350877192
,,,,,,,28.0,-53.8189582824707,22.90964126586914,109.67228549913152,91.27488108727019,-44.33642815544274,229.82178217821783
154350000.0,154350000.0,,,,,,36.0,-66.04437255859375,13.951364517211914,65.6964656323301,5.09075831286542,-17.787018646859803,227.06896551724137
53571432.0,53571432.0,,,,,,19.0,-73.97197723388672,37.4914665222168,8.37707049710156,7.643395651245039,6.476513497528011,232.8181818181818
450000000.0,450000000.0,,969.0,,,,31.0,-74.08796691894531,24.993671417236328,95.29098209379103,55.57270319432516,-8.943855484666939,240.6822429906542
,,,,,,,,,,,,,234.0
,,,,,,,27.0,-58.66117858886719,39.19829177856445,145.15192308632797,8.473132283002343,35.02540515878125,247.3448275862069
154350000.0,154350000.0,,,,,,15.0,-45.06676483154297,27.662124633789062,60.38059200567897,70.94692827321418,-64.60699660230868,260.05940594059405
,,,,,,,19.0,-47.08235168457031,33.10144805908203,1.5223769757952443,0.5792283029110573,-0.8841321157380055,263.5
,,,,,,,31.0,-48.72477722167969,43.829368591308594,13.861591936167944,9.056483561258542,10.964010820075584,266.45454545454544
,,,,,,,20.0,-34.627655029296875,12.777628898620605,28.55565375918036,1.0813737832761177,-5.266538725665249,273.06060606060606
,,,,,,,32.0,-31.260337829589844,38.68467712402344,41.684136361239915,52.48014196931159,45.304615548620205,289.0731707317073
,,,,,,,10.0,-88.31051635742188,28.161996841430664,2.2031246863625706,1.4562664544197714,-1.635001797600732,174.56
56250000.0,56250000.0,,,,,,13.0,-70.64679718017578,35.18964767456055,7.57861897913861,0.3559042503915927,1.5760482821962793,181.46666666666667
,,,,,,,9.0,-81.68929290771484,24.699542999267578,0.8742199386798098,0.21063348105771268,0.3428316660034894,184.63636363636363
,,,,,,,10.0,-84.67182922363281,21.360082626342773,3.449068822120739,11.9536431722058,3.6477192968787864,231.56140350877192
,,,,,,,14.0,-54.26166915893555,9.980522155761719,27.55746727521472,0.04876761522940371,-1.1528660552517627,230.66666666666666
328049984.0,328049984.0,,961.0,,,,29.0,-69.30667877197266,33.980812072753906,139.15398799094524,44.93062193726371,65.8543769174146,254.4368932038835
,,,,,,,12.0,-79.01203918457031,15.702971458435059,108.70652017595336,5.316277076046263,-23.317968133524953,254.56164383561645
,,,,,,,9.0,-78.64970397949219,19.301509857177734,143.36753080994234,7.838598976935952,-33.034828824440126,266.68224299065423
154350000.0,154350000.0,,,,,,0.0,-73.5,32.5,0.0,0.0,0.0,266.94871794871796
322085440.0,322085440.0,,,,,,22.0,-77.8448486328125,19.17799949645996,179.79458028327127,13.221239438393013,-44.43986380253564,270.0
,,,,,,,21.0,-78.19263458251953,27.110319137573242,9.125420608085891,24.554246134164487,6.346845185933014,281.3018867924528
,,,,,,,10.0,-34.00319290161133,36.6428337097168,2.5527553161034677,12.81744752167435,5.522981403004463,292.6779661016949
,,,,,,,13.0,-71.84839630126953,23.773235321044922,55.51455243432946,4.069618084310409,-8.801119616391885,315.56140350877195
,,,,,,,12.0,-88.43236541748047,20.32493782043457,46.85588340432264,4.395043964868889,-14.349394581909007,163.8048780487805
,,,,,,,,,,,,,163.0
,,,,,,,,,,,,,217.0
,,,,,,,20.0,-70.64385223388672,35.50581741333008,38.64814911496579,18.920703251344243,19.0648960179181,227.56164383561645
321355104.0,321355104.0,,979.0,,,,52.0,-81.88018035888672,29.930952072143555,42.63551073850049,52.59429206458754,46.20892716841657,256.86
,,,,,,,19.0,-41.8753547668457,26.66497802734375,14.25488706963233,59.99507956093169,5.261993548832601,261.561797752809
230400000.0,230400000.0,,,,,,22.0,-53.902584075927734,33.377384185791016,52.114001605426374,84.49018108329908,-38.12954952088818,263.44444444444446
,,,,,,,39.0,-62.75762176513672,31.727354049682617,45.03029151631684,29.94329822357044,28.662611839855213,265.1764705882353
230400000.0,230400000.0,,,,,,18.0,-73.76212310791016,30.418798446655273,0.160476293962746,21.98929007631344,1.3269272089212885,266.6666666666667
,,,,,,,9.0,-41.36007308959961,28.033138275146484,20.184677194954368,6.162856484753153,10.953055184930934,291.3333333333333
328049984.0,328049984.0,,,,,,20.0,-69.09066772460938,27.15258026123047,29.805322217164075,52.53167790822487,39.37399694345602,294.7014925373134
,,,,,,,19.0,-59.889652252197266,40.20859909057617,13.71232644095643,5.536669378795584,8.675868183230133,298.6666666666667
,,,,,,,6.0,-78.32379150390625,14.63166618347168,0.36064341375194175,3.6795620520877295,0.9374859845796354,320.06060606060606
,,,,,,,9.0,-91.70555877685547,19.610246658325195,14.42780497170544,1.077786055761761,-3.70069864195347,174.67796610169492
,,,,,,,,,,,,,182.0
328049984.0,328049984.0,,,,,,14.0,-69.069580078125,36.024600982666016,37.64053271495503,20.72558884948046,25.691609761350207,227.17910447761193
,,,,,,,29.0,-80.34831237792969,30.530502319335938,30.353825644524154,27.7362611704152,28.5668338942677,235.5609756097561
,,,,,,,8.0,-26.22030258178711,14.004111289978027,3.0073833673959873,0.8357015132098695,-1.5826171705872412,236.05882352941177
154350000.0,154350000.0,,,,,,13.0,-62.43614196777344,17.411386489868164,3.572884248328046,0.006377078591917366,0.004150172550725981,245.27272727272728
328049984.0,328049984.0,,,,,,53.0,-51.58774185180664,29.39687728881836,49.32493648699139,102.29656841125379,-20.27978900048917,252.30434782608697
154350000.0,154350000.0,,,,,,31.0,-74.36156463623047,33.783878326416016,283.25576034679466,92.53210306354542,150.84481307403678,258.56190476190477
,,,,,,,3.0,-41.123287200927734,16.914724349975586,3.389747110315688,0.5988482069033544,-0.6646870496415139,275.56164383561645
598950016.0,598950016.0,,938.0,,,,31.0,-71.64043426513672,25.418943405151367,9.60150807163786,76.6485189070128,23.257883738095487,275.6779661016949
,,,,,,,36.0,-49.83609390258789,36.48738098144531,225.0675483067672,43.01621829529565,86.28618862381072,280.75714285714287
,,,,,,,10.0,-72.98861694335938,24.652576446533203,9.732697136130547,12.310755714495969,-10.14464524351961,286.8032786885246
92084208.0,92084208.0,,,,,,11.0,-78.31915283203125,25.96083641052246,5.25322211599636,0.4388386024919256,-1.5058144564011997,289.75
230400000.0,230400000.0,,989.0,,,,56.0,-88.6556167602539,23.50851821899414,56.99380369510615,13.815153248549818,27.06852286215233,299.1764705882353
,,,,,,,68.0,-82.47833251953125,19.95342445373535,8.520773802964488,26.475643462571863,9.184143435693445,315.0701754385965
,,,,,,,19.0,-79.69754028320312,16.59408950805664,123.83222216730219,8.513444934391872,-30.483797743936424,210.43636363636364
590010432.0,590010432.0,,,,,,14.0,-84.05684661865234,29.9533748626709,26.228387082605536,4.245321559776924,7.916069389062591,224.69117647058823
,,,,,,,6.0,-50.829097747802734,28.47568130493164,0.6245564465201493,4.36536435153229,-1.5330297282936785,228.06060606060606
,,,,,,,33.0,-68.63180541992188,29.93291473388672,10.443700899653813,4.548206878884999,5.1174206276165055,228.5609756097561
,,,,,,,21.0,-70.58970642089844,34.617408752441406,12.195871382077021,41.781863070781846,16.09199516115694,235.56164383561645
328049984.0,328049984.0,,,,,,18.0,-72.5018539428711,35.06560134887695,10.872256495664082,19.979486895331714,14.68216450148091,237.95652173913044
,,,,,,,27.0,-34.660091400146484,32.49699020385742,21.750835041729015,30.815203112644244,-6.528376111544924,248.06153846153848
,,,,,,,20.0,-60.67893600463867,27.375347137451172,61.74192129248484,94.11208206867023,66.84808792682159,251.30588235294118
323556160.0,323556160.0,,,,,,19.0,-84.75981140136719,25.2971134185791,14.38363242399171,13.926866093671848,-12.77363815619217,255.6081081081081
,,,,,,,,,,,,,255.0
,,,,,,,15.0,-26.999967575073242,15.200056076049805,4.2187196257383315,0.30000493743108975,-1.1250050243186505,258.1111111111111
,,,,,,,14.0,-67.28832244873047,31.91526222229004,1.9975683168023464,9.28443891596926,-1.717808103066273,261.6779661016949
97200000.0,97200000.0,,,,,,18.0,-69.37174224853516,28.820802688598633,2.1555778150084945,28.43872638995636,-4.139951801152714,263.4516129032258
,,,,,,,5.0,-43.93330383300781,15.783868789672852,1.336150139077657,3.939415397883859,-2.2127232469240017,269.8301886792453
323676000.0,323676000.0,,,,,,12.0,-92.86013793945312,23.93290901184082,1.3117109907306155,15.285277971100868,4.201810784362861,272.7236842105263
328049984.0,328049984.0,,,,,,34.0,-71.9259262084961,22.54229736328125,6.048043532645907,54.25122812096151,8.84231510151149,293.3150684931507
328049984.0,328049984.0,,,,,,13.0,-64.98176574707031,22.54966163635254,21.437290823624924,49.48689741976384,-27.959974213291577,188.94366197183098
,,,,,,,12.0,-73.3375473022461,36.61240768432617,11.289462282825488,0.322758537577057,1.8925129268768992,203.5609756097561
,,,,,,,12.0,-91.43064880371094,18.717687606811523,21.205550434689712,5.040695247673027,-10.323291770904449,211.06060606060606
,,,,,,,23.0,-68.89436340332031,19.984535217285156,184.93022144187134,41.24984220793445,-84.5857554322999,225.44
230400000.0,230400000.0,,,,,,15.0,-79.68953704833984,23.864669799804688,21.535159888687872,3.361150244135836,-8.273779021718596,227.17142857142858
328049984.0,328049984.0,,,,,,16.0,-50.36822509765625,40.67945861816406,95.4817571371615,17.001209185174364,39.42977958142165,239.56140350877192
,,,,,,,31.0,-49.816307067871094,31.9240779876709,42.45729665721365,72.7926517620016,17.053457529001857,257.327868852459
,,,,,,,27.0,-39.69721221923828,21.55148696899414,76.85902643903903,29.873477415400206,-43.047035858252876,258.0615384615385
,,,,,,,,,,,,,260.0
,,,,,,,58.0,-86.53369903564453,28.233989715576172,43.56748239233782,75.71953582303864,56.72767564714154,268.3018867924528
140318176.0,140318176.0,,,,,,50.0,-75.11656951904297,36.71243667602539,11.560634358145322,28.902534391642472,16.518453581513644,270.4166666666667
,,,,,,,15.0,-69.4547348022461,27.117177963256836,9.832264862391604,30.193978983056663,-13.286586124537529,278.56164383561645
,,,,,,,33.0,-45.04081726074219,29.35618782043457,53.77045221376331,48.43710161444783,18.66720815066803,280.68
97200000.0,97200000.0,,,,,,21.0,-50.9266471862793,28.854900360107422,5.933262052912683,36.98707887243129,-6.9949519278060714,280.4516129032258
,,,,,,,,,,,,,280.0
,,,,,,,13.0,-74.59919738769531,31.03213119506836,6.249212912282011,11.56273820988069,-3.2106652462739262,292.0612244897959
,,,,,,,28.0,-84.82904815673828,32.978515625,51.39403184889428,38.683456933668865,42.25080819899013,305.4516129032258
134217392.0,134217392.0,,999.0,,,,24.0,-76.328369140625,34.748252868652344,14.21544196597508,33.86405887122648,21.9205851441372,306.0416666666667
,,,,,,,43.0,-68.64766693115234,31.232519149780273,26.248283823754186,9.827344134623667,15.991224216720708,147.79310344827587
56250000.0,56250000.0,,,,,,8.0,-73.74825286865234,34.1715202331543,1.5949698522099822,1.7129346066581432,1.6481935440870037,166.95652173913044
,,,,,,,5.0,-85.7677230834961,29.250001907348633,0.085373486593281,0.6875022890331987,-0.24124495757357428,188.63636363636363
,,,,,,,3.0,-97.16780853271484,27.297203063964844,0.5167044802964322,0.1565399644232992,-0.280205295010466,198.05882352941177
328049984.0,328049984.0,,,,,,31.0,-66.02975463867188,34.159664154052734,30.66174609522474,50.62730754069406,30.128896709453993,230.56756756756758
,,,,,,,9.0,-96.98526763916016,24.400026321411133,1.4623140510666417,0.07499338586826021,-0.3310791000203608,236.55555555555554
,,,,,,,27.0,-39.46402359008789,30.37697410583496,14.102915249885994,110.26444844241024,18.664122663675865,250.56164383561645
328049984.0,328049984.0,,,,,,46.0,-59.13786315917969,27.77550506591797,146.0572477471953,81.9502274086253,-54.509321665428956,257.06666666666666
,,,,,,,11.0,-84.21475219726562,29.898990631103516,28.095919322792422,7.832724830482523,-14.266562817418768,257.57142857142856
,,,,,,,49.0,-62.62382507324219,21.40049934387207,13.768976167967784,57.6452957598232,-16.31710905807037,281.6829268292683
,,,,,,,,,,,,,279.0
154350000.0,154350000.0,,,,,,24.0,-67.57263946533203,38.52127456665039,7.051241880391879,16.443661047740655,9.648303986974238,288.22222222222223
97200000.0,97200000.0,,,,,,3.0,-79.65584564208984,10.397866249084473,0.02466539429721012,0.011706712250129534,-0.009324837244131103,326.93548387096774
,,,,,,,58.0,-86.16799926757812,30.79308319091797,2.3511320246252523,32.59366222743096,2.0838889317043,147.4313725490196
,,,,,,,46.0,-60.06214904785156,38.22935485839844,103.67267786856485,10.997881066332384,30.969780052896752,219.05405405405406
328049984.0,328049984.0,,,,,,9.0,-48.706966400146484,39.99982452392578,2.7312677315712093,1.8132322742060445,2.1834489950039866,220.46666666666667
,,,,,,,53.0,-67.66106414794922,32.78654098510742,52.838649622154875,40.660109357987466,21.393830424933807,231.43661971830986
328049984.0,328049984.0,,,,,,15.0,-53.4481086730957,41.136146545410156,12.414153173990366,0.8137908278471081,3.018346798202713,230.46666666666667
328049984.0,328049984.0,,975.0,,,,24.0,-69.45133209228516,34.45629119873047,10.727783647249089,37.98455685938382,8.1000651098367,232.71428571428572
328049984.0,328049984.0,,,,,,20.0,-74.8578109741211,34.32861328125,5.825425736946379,8.642519568771496,6.839618000138699,239.2941176470588
154350000.0,154350000.0,,,,,,21.0,-56.9033203125,28.71502685546875,56.609438296427065,150.08617502107285,48.72650827641992,253.44210526315788
,,,,,,,39.0,-73.44529724121094,27.463865280151367,44.89019287440736,85.80302824218893,-28.51525644037301,258.34285714285716
93600000.0,93600000.0,,,,,,41.0,-78.26807403564453,30.801437377929688,2.9556567911939484,24.654067271835608,8.360407919373495,260.25
56250000.0,56250000.0,,,,,,5.0,-97.4063720703125,22.776599884033203,0.4505458638664674,0.05433467455976908,-0.15025744605862365,261.6363636363636
97200000.0,97200000.0,,,,,,41.0,-87.66802978515625,31.30921173095703,73.41868908918885,35.372966887958924,47.69007725251738,273.0615384615385
56250000.0,56250000.0,,,,,,28.0,-71.2345199584961,33.71220779418945,1.0138344162204747,4.610645945996242,-2.159243331482035,269.42857142857144
,,,,,,,8.0,-59.01681137084961,23.303936004638672,0.9020640986637966,2.527097049927106,1.4520423131049085,280.06060606060606
154350000.0,154350000.0,,,,,,45.0,-66.690673828125,37.39872360229492,92.94817179705628,14.467422309564393,36.153464615207106,198.4516129032258
,,,,,,,12.0,-67.80367279052734,37.518741607666016,0.38343425398795966,1.0530686998890209,0.6162363100357147,199.5
,,,,,,,27.0,-75.27730560302734,36.0341911315918,1.7981802786878933,14.750098565044608,-4.830523580066268,206.56
,,,,,,,,,,,,,207.0
154350000.0,154350000.0,,,,,,19.0,-80.29244232177734,16.75274085998535,187.20809632514027,2.3994267039728254,-20.489794702045874,243.6987951807229
,,,,,,,40.0,-39.8350830078125,28.740398406982422,12.522935007832846,9.956302990316603,-1.7543187743553663,241.67441860465115
,,,,,,,8.0,-26.77629852294922,16.376802444458008,4.347371866033258,0.9875797829757873,-1.8259695974628445,243.79310344827587
,,,,,,,14.0,-63.26386642456055,21.776464462280273,78.46448418773181,20.412165568248103,-22.09598616973212,251.32258064516128
56250000.0,56250000.0,,,,,,0.0,-72.5,33.0,0.0,0.0,0.0,250.4516129032258
,,,,,,,45.0,-49.07839584350586,29.629375457763672,344.0239919140022,52.538554357911664,131.41792942830975,285.0612244897959
,,,,,,,17.0,-35.496917724609375,18.50334358215332,3.9692847122374366,17.975647792705427,5.4548575056931705,295.5609756097561
154350000.0,154350000.0,,,,,,24.0,-70.30311584472656,34.991416931152344,13.73420394904719,17.63300208242831,13.055258831928569,296.95652173913044
,,,,,,,,,,,,,150.0
,,,,,,,,,,,,,181.0
97200000.0,97200000.0,,,,,,13.0,-74.65811920166016,34.192176818847656,7.050278302003311,6.228741830191488,6.599812440950604,233.94871794871796
,,,,,,,6.0,-81.0411376953125,24.861661911010742,3.1532375318542614,0.3084254022612502,-0.5049896118943336,240.06060606060606
328049984.0,328049984.0,,,,,,18.0,-73.21492767333984,20.16806983947754,269.67395190531425,31.710310661541047,-85.05461777515566,251.94252873563218
,,,,,,,,,,,,,250.0
,,,,,,,61.0,-46.358367919921875,28.02630615234375,50.411483081958146,97.97632149805293,44.83993982386678,256.1807228915663
,,,,,,,20.0,-85.15625762939453,25.477758407592773,4.770505388021758,1.3278947561681327,-2.516452097021586,253.66666666666666
,,,,,,,14.0,-64.81295776367188,29.776948928833008,50.81694187589018,61.34564110734385,53.458386502741064,271.93684210526317
,,,,,,,,,,,,,271.0
,,,,,,,44.0,-57.99135208129883,37.26718521118164,468.84974668495545,156.40568544686838,253.03397381579796,277.0615384615385
,,,,,,,51.0,-58.870452880859375,28.364891052246094,175.2684764313013,63.68153792180873,103.83405322727364,284.56140350877195
321070208.0,321070208.0,,975.0,,,,32.0,-75.3024673461914,17.218215942382812,69.25973996274735,69.29800866737133,-6.723960506744841,292.63157894736844
,,,,,,,66.0,-47.576019287109375,40.46721649169922,705.4374880933168,106.49821463118495,271.784305741066,299.94117647058823
,,,,,,,2.0,-89.39810943603516,29.235729217529297,0.08335181926817224,0.1316393705186739,0.08037241651155215,154.5609756097561
328049984.0,328049984.0,,,,,,16.0,-93.58866119384766,28.080137252807617,10.119768223133313,1.4185173567263054,-3.16507780447795,194.5609756097561
328049984.0,328049984.0,,,,,,23.0,-80.40011596679688,17.263460159301758,132.30221184525243,4.37236237727884,-23.838770492195387,227.2093023255814
,,,,,,,13.0,-92.75106811523438,19.81557273864746,4.94854100860234,0.4173650314633311,1.3958454821130934,230.04761904761904
,,,,,,,22.0,-50.37214660644531,34.41212844848633,242.863685664836,122.86834202641464,128.6049565974482,247.56190476190477
154350000.0,154350000.0,,,,,,22.0,-62.74028015136719,40.26820755004883,27.88568816668148,20.519723055049475,22.5979967029836,248.22222222222223
,,,,,,,14.0,-31.2934513092041,17.789316177368164,9.95598031416699,16.62063898233387,-11.703714592300795,262.0731707317073
,,,,,,,,,,,,,261.0
328049984.0,328049984.0,,,,,,17.0,-61.48704147338867,42.155113220214844,21.93133792931868,26.368428695468754,23.988163098620028,264.8048780487805
777600000.0,777600000.0,,938.0,,,,30.0,-52.271026611328125,22.535337448120117,288.53134242468855,113.98940524035982,-77.59569369457205,271.5620437956204
,,,,,,,43.0,-61.97636032104492,38.28483200073242,272.17582069716207,53.222747707924576,111.58752840489103,272.1764705882353
,,,,,,,21.0,-37.13473129272461,35.879634857177734,27.587844555021615,31.413021460217987,23.336686770693298,299.0617283950617
97200000.0,97200000.0,,,,,,35.0,-74.25434112548828,35.676151275634766,0.4568889640259409,13.569497347201173,1.8531933332191255,302.1578947368421
148633344.0,148633344.0,,,,,,9.0,-79.76956939697266,31.650653839111328,0.09040012506142298,5.382442995825668,0.2641057999229931,172.67857142857142
,,,,,,,10.0,-94.4188461303711,19.482494354248047,2.968021935590964,0.20139567646186887,-0.7663094799147251,200.46666666666667
328049984.0,328049984.0,,969.0,,,,41.0,-65.95125579833984,31.168460845947266,86.88437003260039,110.50256792297078,31.5099593129007,212.44444444444446
,,,,,,,,,,,,,214.0
,,,,,,,17.0,-80.00568389892578,33.108036041259766,25.64166668787998,46.65862563044005,31.45377291454122,226.06153846153848
,,,,,,,17.0,-42.89948654174805,28.350858688354492,31.59657598745662,94.10768115026274,-49.42370019274282,248.56198347107437
154350000.0,154350000.0,,,,,,18.0,-69.42657470703125,37.20663833618164,10.930989170800839,15.455971055046973,10.826817097544286,244.4516129032258
